mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.005889892578125,0.29941129987875087,0.07602591514587402,0.02128309935364112,0.7957811041110252,0.49282522705530035,0.02065005291441002,6,7,302,0.0030103557686746276,0.3050140722244877,0.9212559025519583,"{'colsample_bytree': np.float64(0.7957811041110252), 'gamma': np.float64(0.49282522705530035), 'learning_rate': np.float64(0.02065005291441002), 'max_depth': 6, 'min_child_weight': 7, 'n_estimators': 302, 'reg_alpha': np.float64(0.0030103557686746276), 'reg_lambda': np.float64(0.3050140722244877), 'subsample': np.float64(0.9212559025519583)}",0.3153526970954357,0.33613445378151263,0.36885245901639346,0.2857142857142857,0.3724696356275304,0.3357047062470316,0.03275321251572926,27
5.679336214065552,0.6696032164749721,0.172802734375,0.05255028994544044,0.7881202537784153,0.4917115704474215,0.03302802180351364,9,1,300,0.0019192001101561876,0.23606794572813067,0.6163100566219055,"{'colsample_bytree': np.float64(0.7881202537784153), 'gamma': np.float64(0.4917115704474215), 'learning_rate': np.float64(0.03302802180351364), 'max_depth': 9, 'min_child_weight': 1, 'n_estimators': 300, 'reg_alpha': np.float64(0.0019192001101561876), 'reg_lambda': np.float64(0.23606794572813067), 'subsample': np.float64(0.6163100566219055)}",0.31275720164609055,0.3206751054852321,0.3790322580645161,0.30962343096234307,0.3724696356275304,0.3389115263571424,0.0303652040655149,20
3.1580629348754883,0.6724988198702557,0.06839790344238281,0.023851214738893293,0.8363571772752967,0.3387821809211412,0.010509480845860123,5,7,246,0.0024812124357486915,0.15572312204961872,0.9762093057958416,"{'colsample_bytree': np.float64(0.8363571772752967), 'gamma': np.float64(0.3387821809211412), 'learning_rate': np.float64(0.010509480845860123), 'max_depth': 5, 'min_child_weight': 7, 'n_estimators': 246, 'reg_alpha': np.float64(0.0024812124357486915), 'reg_lambda': np.float64(0.15572312204961872), 'subsample': np.float64(0.9762093057958416)}",0.29914529914529914,0.3220338983050847,0.37037037037037035,0.2918454935622318,0.36885245901639346,0.3304495040798759,0.03349479902441211,29
3.595605182647705,1.0857459408957424,0.1488041877746582,0.1212701923206283,0.759028808435009,0.25887567526374006,0.12299458046517597,5,4,250,0.014648457497911018,2.463592076865263,0.6914200087189198,"{'colsample_bytree': np.float64(0.759028808435009), 'gamma': np.float64(0.25887567526374006), 'learning_rate': np.float64(0.12299458046517597), 'max_depth': 5, 'min_child_weight': 4, 'n_estimators': 250, 'reg_alpha': np.float64(0.014648457497911018), 'reg_lambda': np.float64(2.463592076865263), 'subsample': np.float64(0.6914200087189198)}",0.3187250996015936,0.3305785123966942,0.3875968992248062,0.3132530120481928,0.3709677419354839,0.3442242530413542,0.029637919858612256,12
5.224835681915283,2.1604098374890235,0.12094378471374512,0.12740624636315082,0.6699819708383744,0.4910841716647178,0.047006594771349115,3,2,484,0.00023572794556769836,6.229189113188561,0.9601672228653322,"{'colsample_bytree': np.float64(0.6699819708383744), 'gamma': np.float64(0.4910841716647178), 'learning_rate': np.float64(0.047006594771349115), 'max_depth': 3, 'min_child_weight': 2, 'n_estimators': 484, 'reg_alpha': np.float64(0.00023572794556769836), 'reg_lambda': np.float64(6.229189113188561), 'subsample': np.float64(0.9601672228653322)}",0.2987551867219917,0.3291139240506329,0.3673469387755102,0.29045643153526973,0.36585365853658536,0.33030522792399797,0.03231262954394857,30
5.477927780151367,0.4547513827795982,0.1176084041595459,0.09618030316027962,0.8532405829093072,0.16951489552435034,0.028466372714804025,10,3,251,0.004149851045848953,5.96403519324522,0.9403713795070051,"{'colsample_bytree': np.float64(0.8532405829093072), 'gamma': np.float64(0.16951489552435034), 'learning_rate': np.float64(0.028466372714804025), 'max_depth': 10, 'min_child_weight': 3, 'n_estimators': 251, 'reg_alpha': np.float64(0.004149851045848953), 'reg_lambda': np.float64(5.96403519324522), 'subsample': np.float64(0.9403713795070051)}",0.3140495867768595,0.3291139240506329,0.3855421686746988,0.301255230125523,0.3790322580645161,0.3417986335384461,0.034276868797586804,17
3.718897485733032,0.8842658376143646,0.04932665824890137,0.006617648603486561,0.9742539976883791,0.3926703255569718,0.07419485426720915,8,3,211,0.0002546162816127692,2.1232617602360486,0.6020246335384875,"{'colsample_bytree': np.float64(0.9742539976883791), 'gamma': np.float64(0.3926703255569718), 'learning_rate': np.float64(0.07419485426720915), 'max_depth': 8, 'min_child_weight': 3, 'n_estimators': 211, 'reg_alpha': np.float64(0.0002546162816127692), 'reg_lambda': np.float64(2.1232617602360486), 'subsample': np.float64(0.6020246335384875)}",0.32388663967611336,0.3153526970954357,0.373015873015873,0.3114754098360656,0.376,0.3399461239246975,0.02851952146604138,19
3.0242244243621825,0.1142339567492103,0.061507558822631835,0.007985020210910678,0.6643232205669994,0.27436689468329306,0.0794650948407619,10,5,268,0.0005054765477258723,0.10868027464047088,0.7975574860733738,"{'colsample_bytree': np.float64(0.6643232205669994), 'gamma': np.float64(0.27436689468329306), 'learning_rate': np.float64(0.0794650948407619), 'max_depth': 10, 'min_child_weight': 5, 'n_estimators': 268, 'reg_alpha': np.float64(0.0005054765477258723), 'reg_lambda': np.float64(0.10868027464047088), 'subsample': np.float64(0.7975574860733738)}",0.3225806451612903,0.32098765432098764,0.39080459770114945,0.308300395256917,0.38735177865612647,0.3460050142192942,0.03553242255373995,5
1.8875102519989013,0.10252712892103769,0.04259166717529297,0.003072359435664651,0.6715290836885315,0.18323439229142996,0.0929368979269672,5,1,227,0.01876006822030065,0.15393931002140857,0.7470863212237734,"{'colsample_bytree': np.float64(0.6715290836885315), 'gamma': np.float64(0.18323439229142996), 'learning_rate': np.float64(0.0929368979269672), 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 227, 'reg_alpha': np.float64(0.01876006822030065), 'reg_lambda': np.float64(0.15393931002140857), 'subsample': np.float64(0.7470863212237734)}",0.3170731707317073,0.32231404958677684,0.375,0.2975206611570248,0.3745019920318725,0.33728197470147625,0.03169030046371619,24
3.335030269622803,0.07136688215010478,0.051600170135498044,0.010410123180980582,0.7060809470726902,0.12199482168954179,0.184465824705519,7,3,363,0.033462201030483786,3.887072196612055,0.8010548372420768,"{'colsample_bytree': np.float64(0.7060809470726902), 'gamma': np.float64(0.12199482168954179), 'learning_rate': np.float64(0.184465824705519), 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 363, 'reg_alpha': np.float64(0.033462201030483786), 'reg_lambda': np.float64(3.887072196612055), 'subsample': np.float64(0.8010548372420768)}",0.3215686274509804,0.3293172690763052,0.3895131086142322,0.3524904214559387,0.3828125,0.3551403853194913,0.027379366701796477,1
